Germany 1891		
Berlin	0	14.28052866
Hamburg	0.6931471806	13.26786879
Leipzig	1.098612289	12.79350925
München	1.386294361	12.78549106
Cöln a Rh	1.791759469	12.566889
Dresden	1.945910149	12.54446447
Magdeburg	2.079441542	12.2257233
Frankfurt a M	2.197224577	12.11674951
Hannover	2.302585093	12.08946579
Düsseldorf	2.48490665	11.88930499
Nürnberg	2.564949357	11.88827495
Altona	2.63905733	11.88703062
Stuttgart	2.708050201	11.86252544
Chemnitz	2.772588722	11.84921911
Elberfeld	2.833213344	11.75351593
Bremen	2.890371758	11.74330676
Barmen	3.091042453	11.67035647
Crefeld	3.135494216	11.56712952
Halle	3.17805383	11.56123933
Aachen	3.218875825	11.55508417
-1.264	17.66	
