Germany 1877		
Berlin	0	13.82404008
Hamburg	0.6931471806	12.81578115
München	1.386294361	12.24913213
Dresden	1.609437912	12.23016996
Cöln a Rh	1.791759469	11.83645719
Leipzig	1.945910149	11.80751115
Magdeburg	2.197224577	11.75455313
Frankfurt a M	2.302585093	11.70519735
Hannover	2.397895273	11.62443106
Stuttgart	2.48490665	11.60883546
Bremen	2.564949357	11.55365466
Nürnberg	2.772588722	11.44464662
Barmen	2.833213344	11.40054033
Altona	2.890371758	11.36486619
Düsseldorf	2.944438979	11.34922937
Elberfeld	3.044522438	11.33260191
Aachen	3.091042453	11.30730253
Chemnitz	3.135494216	11.28283282
Braunschweig	3.17805383	11.13983074
Crefeld	3.218875825	11.10179434
-1.318	17.79	
