Germany 1916		
Berlin	0	14.35356937
Hamburg	0.6931471806	13.60762378
Munchen	1.098612289	13.20215744
Koln	1.386294361	13.19124558
Leipzig	1.609437912	13.17881743
Dresden	1.791759469	13.0939351
Breslau	1.945910149	13.0422005
Essen a Ruhr	2.079441542	13.01249047
Frankfurt am Main	2.197224577	12.83992354
Dusseldorf	2.302585093	12.77066745
Nurnberg	2.397895273	12.61613716
Charlottenburg	2.48490665	12.57575858
Chemnitz	2.564949357	12.51259365
Dortmund	2.63905733	12.49902953
Hannover	2.708050201	12.48550957
Stuttgart	2.772588722	12.48318531
Magdeburg	2.833213344	12.45194786
Konigsberg	2.890371758	12.34150785
Reutolln	2.944438979	12.33767969
Duisburg	2.995732274	12.301501
Bremen	3.044522438	12.25766365
Stettin	3.091042453	12.25211141
Mannheim	3.135494216	12.17855755
Kiel	3.17805383	12.16492247
Danzig	3.218875825	12.10375749
-1.562	22.174	
